fecha,anio,mes,linea,afluencia
2015-04-06,2015,Abril,Línea 5,61916.0
2015-04-06,2015,Abril,Línea 1,400596.0
2015-04-06,2015,Abril,Línea 4,60913.0
2015-04-07,2015,Abril,Línea 1,426272.0
2015-04-07,2015,Abril,Línea 5,64807.0
2015-04-07,2015,Abril,Línea 3,136086.0
2015-04-07,2015,Abril,Línea 4,62385.0
2015-04-07,2015,Abril,Línea 2,149975.0
2015-04-08,2015,Abril,Línea 1,430747.0
2015-04-08,2015,Abril,Línea 5,64339.0
2015-04-08,2015,Abril,Línea 2,151353.0
2015-04-08,2015,Abril,Línea 3,135640.0
2015-04-08,2015,Abril,Línea 4,65043.0
2015-04-09,2015,Abril,Línea 1,431337.0
2015-04-09,2015,Abril,Línea 5,62569.0
2015-04-09,2015,Abril,Línea 3,136087.0
2015-04-09,2015,Abril,Línea 4,64790.0
2015-04-09,2015,Abril,Línea 2,147658.0
2015-04-10,2015,Abril,Línea 5,65473.0
2015-04-10,2015,Abril,Línea 1,447248.0
2015-04-10,2015,Abril,Línea 3,141298.0
2015-04-10,2015,Abril,Línea 4,65166.0
2015-04-10,2015,Abril,Línea 2,155430.0
2015-04-11,2015,Abril,Línea 5,56535.0
2015-04-11,2015,Abril,Línea 1,264645.0
2015-04-11,2015,Abril,Línea 3,100745.0
2015-04-11,2015,Abril,Línea 4,58967.0
2015-04-11,2015,Abril,Línea 2,107539.0
2015-04-12,2015,Abril,Línea 4,28232.0
2015-04-12,2015,Abril,Línea 1,138280.0
2015-04-12,2015,Abril,Línea 5,37029.0
2015-04-12,2015,Abril,Línea 3,61840.0
2015-04-12,2015,Abril,Línea 2,66699.0
2015-04-13,2015,Abril,Línea 5,69686.0
2015-04-13,2015,Abril,Línea 3,140769.0
2015-04-13,2015,Abril,Línea 4,60462.0
2015-04-13,2015,Abril,Línea 1,431164.0
2015-04-13,2015,Abril,Línea 2,174864.0
2015-04-14,2015,Abril,Línea 3,146380.0
2015-04-14,2015,Abril,Línea 4,64425.0
2015-04-14,2015,Abril,Línea 1,447059.0
2015-04-14,2015,Abril,Línea 2,176277.0
2015-04-14,2015,Abril,Línea 5,70039.0
2015-04-15,2015,Abril,Línea 3,150730.0
2015-04-15,2015,Abril,Línea 5,71717.0
2015-04-15,2015,Abril,Línea 1,464326.0
2015-04-15,2015,Abril,Línea 4,66314.0
2015-04-15,2015,Abril,Línea 2,178513.0
2015-04-16,2015,Abril,Línea 1,460549.0
2015-04-16,2015,Abril,Línea 5,71040.0
2015-04-16,2015,Abril,Línea 3,149741.0
2015-04-16,2015,Abril,Línea 4,65402.0
2015-04-16,2015,Abril,Línea 2,179507.0
2015-04-17,2015,Abril,Línea 4,68243.0
2015-04-17,2015,Abril,Línea 1,475994.0
2015-04-17,2015,Abril,Línea 2,185539.0
2015-04-17,2015,Abril,Línea 5,74066.0
2015-04-17,2015,Abril,Línea 3,153524.0
2015-04-18,2015,Abril,Línea 5,54792.0
2015-04-18,2015,Abril,Línea 1,276897.0
2015-04-18,2015,Abril,Línea 3,110508.0
2015-04-18,2015,Abril,Línea 4,65084.0
2015-04-18,2015,Abril,Línea 2,124514.0
2015-04-19,2015,Abril,Línea 5,39688.0
2015-04-19,2015,Abril,Línea 1,148923.0
2015-04-19,2015,Abril,Línea 3,65230.0
2015-04-19,2015,Abril,Línea 4,27291.0
2015-04-19,2015,Abril,Línea 2,74229.0
2015-04-20,2015,Abril,Línea 3,144186.0
2015-04-20,2015,Abril,Línea 5,68373.0
2015-04-20,2015,Abril,Línea 4,63283.0
2015-04-20,2015,Abril,Línea 1,440209.0
2015-04-20,2015,Abril,Línea 2,175765.0
2015-04-21,2015,Abril,Línea 3,146604.0
2015-04-21,2015,Abril,Línea 5,68812.0
2015-04-21,2015,Abril,Línea 1,459039.0
2015-04-21,2015,Abril,Línea 4,62956.0
2015-04-21,2015,Abril,Línea 2,178731.0
2015-04-22,2015,Abril,Línea 3,145935.0
2015-04-22,2015,Abril,Línea 4,63786.0
2015-04-22,2015,Abril,Línea 2,177595.0
2015-04-22,2015,Abril,Línea 1,451127.0
2015-04-22,2015,Abril,Línea 5,69290.0
2015-04-23,2015,Abril,Línea 1,459009.0
2015-04-23,2015,Abril,Línea 2,176786.0
2015-04-23,2015,Abril,Línea 5,67468.0
2015-04-23,2015,Abril,Línea 4,63768.0
2015-04-23,2015,Abril,Línea 3,144878.0
2015-04-24,2015,Abril,Línea 3,150686.0
2015-04-24,2015,Abril,Línea 2,181474.0
2015-04-24,2015,Abril,Línea 1,463679.0
2015-04-24,2015,Abril,Línea 5,70799.0
2015-04-24,2015,Abril,Línea 4,69612.0
2015-04-25,2015,Abril,Línea 3,106479.0
2015-04-25,2015,Abril,Línea 4,62835.0
2015-04-25,2015,Abril,Línea 5,58201.0
2015-04-25,2015,Abril,Línea 1,286718.0
2015-04-25,2015,Abril,Línea 2,126869.0
2015-04-26,2015,Abril,Línea 3,63251.0
2015-04-26,2015,Abril,Línea 5,35265.0
2015-04-26,2015,Abril,Línea 1,150241.0
2015-04-26,2015,Abril,Línea 4,27984.0
2015-04-26,2015,Abril,Línea 2,70430.0
2015-04-27,2015,Abril,Línea 5,68315.0
2015-04-27,2015,Abril,Línea 2,173361.0
2015-04-27,2015,Abril,Línea 1,435891.0
2015-04-27,2015,Abril,Línea 3,142179.0
2015-04-27,2015,Abril,Línea 4,64852.0
2015-04-28,2015,Abril,Línea 3,147084.0
2015-04-28,2015,Abril,Línea 2,176632.0
2015-04-28,2015,Abril,Línea 1,453820.0
2015-04-28,2015,Abril,Línea 4,66046.0
2015-04-28,2015,Abril,Línea 5,68836.0
2015-04-29,2015,Abril,Línea 5,67963.0
2015-04-29,2015,Abril,Línea 4,66236.0
2015-04-29,2015,Abril,Línea 1,447945.0
2015-04-29,2015,Abril,Línea 3,145182.0
2015-04-29,2015,Abril,Línea 2,175123.0
2015-04-30,2015,Abril,Línea 5,73107.0
2015-04-30,2015,Abril,Línea 3,155250.0
2015-04-30,2015,Abril,Línea 1,486133.0
2015-04-30,2015,Abril,Línea 4,67912.0
2015-04-30,2015,Abril,Línea 2,185691.0
2015-05-01,2015,Mayo,Línea 1,195518.0
2015-05-01,2015,Mayo,Línea 5,49688.0
2015-05-01,2015,Mayo,Línea 4,49565.0
2015-05-01,2015,Mayo,Línea 3,79920.0
2015-05-01,2015,Mayo,Línea 2,87294.0
2015-05-02,2015,Mayo,Línea 5,52803.0
2015-05-02,2015,Mayo,Línea 1,229847.0
2015-05-02,2015,Mayo,Línea 3,98109.0
2015-05-02,2015,Mayo,Línea 4,63114.0
2015-05-02,2015,Mayo,Línea 2,98085.0
2015-05-03,2015,Mayo,Línea 3,61805.0
2015-05-03,2015,Mayo,Línea 1,150686.0
2015-05-03,2015,Mayo,Línea 5,38725.0
2015-05-03,2015,Mayo,Línea 4,28042.0
2015-05-03,2015,Mayo,Línea 2,66773.0
2015-05-04,2015,Mayo,Línea 3,133385.0
2015-05-04,2015,Mayo,Línea 4,66377.0
2015-05-04,2015,Mayo,Línea 5,61076.0
2015-05-04,2015,Mayo,Línea 1,406087.0
2015-05-04,2015,Mayo,Línea 2,156611.0
2015-05-05,2015,Mayo,Línea 5,61287.0
2015-05-05,2015,Mayo,Línea 3,133265.0
2015-05-05,2015,Mayo,Línea 1,388314.0
2015-05-05,2015,Mayo,Línea 4,63935.0
2015-05-05,2015,Mayo,Línea 2,145538.0
2015-05-06,2015,Mayo,Línea 4,63247.0
2015-05-06,2015,Mayo,Línea 1,462193.0
2015-05-06,2015,Mayo,Línea 2,181483.0
2015-05-06,2015,Mayo,Línea 3,149018.0
2015-05-06,2015,Mayo,Línea 5,68011.0
2015-05-07,2015,Mayo,Línea 2,182530.0
2015-05-07,2015,Mayo,Línea 4,70482.0
2015-05-07,2015,Mayo,Línea 5,67012.0
2015-05-07,2015,Mayo,Línea 1,466442.0
2015-05-07,2015,Mayo,Línea 3,149932.0
2015-05-08,2015,Mayo,Línea 4,69978.0
2015-05-08,2015,Mayo,Línea 2,184279.0
2015-05-08,2015,Mayo,Línea 5,70452.0
2015-05-08,2015,Mayo,Línea 1,483545.0
2015-05-08,2015,Mayo,Línea 3,156368.0
2015-05-09,2015,Mayo,Línea 2,122462.0
2015-05-09,2015,Mayo,Línea 1,293800.0
2015-05-09,2015,Mayo,Línea 5,57870.0
2015-05-09,2015,Mayo,Línea 3,112484.0
2015-05-09,2015,Mayo,Línea 4,64290.0
2015-05-10,2015,Mayo,Línea 2,65215.0
2015-05-10,2015,Mayo,Línea 1,124393.0
2015-05-10,2015,Mayo,Línea 5,36336.0
2015-05-10,2015,Mayo,Línea 4,23767.0
2015-05-10,2015,Mayo,Línea 3,57611.0
2015-05-11,2015,Mayo,Línea 5,64898.0
2015-05-11,2015,Mayo,Línea 3,141555.0
2015-05-11,2015,Mayo,Línea 4,61344.0
2015-05-11,2015,Mayo,Línea 1,425419.0
2015-05-11,2015,Mayo,Línea 2,172688.0
2015-05-12,2015,Mayo,Línea 1,452558.0
2015-05-12,2015,Mayo,Línea 2,177552.0
2015-05-12,2015,Mayo,Línea 5,65653.0
2015-05-12,2015,Mayo,Línea 3,147683.0
2015-05-12,2015,Mayo,Línea 4,64164.0
2015-05-13,2015,Mayo,Línea 1,457056.0
2015-05-13,2015,Mayo,Línea 3,147446.0
2015-05-13,2015,Mayo,Línea 4,64493.0
2015-05-13,2015,Mayo,Línea 5,68957.0
2015-05-13,2015,Mayo,Línea 2,176736.0
2015-05-14,2015,Mayo,Línea 2,178049.0
2015-05-14,2015,Mayo,Línea 3,149267.0
2015-05-14,2015,Mayo,Línea 5,67502.0
2015-05-14,2015,Mayo,Línea 1,463974.0
2015-05-14,2015,Mayo,Línea 4,67696.0
2015-05-15,2015,Mayo,Línea 1,453467.0
2015-05-15,2015,Mayo,Línea 3,150269.0
2015-05-15,2015,Mayo,Línea 5,67187.0
2015-05-15,2015,Mayo,Línea 4,69172.0
2015-05-15,2015,Mayo,Línea 2,156464.0
2015-05-16,2015,Mayo,Línea 3,109816.0
2015-05-16,2015,Mayo,Línea 5,55911.0
2015-05-16,2015,Mayo,Línea 1,277921.0
2015-05-16,2015,Mayo,Línea 4,66463.0
2015-05-16,2015,Mayo,Línea 2,120565.0
2015-05-17,2015,Mayo,Línea 4,33784.0
2015-05-17,2015,Mayo,Línea 1,148936.0
2015-05-17,2015,Mayo,Línea 5,39525.0
2015-05-17,2015,Mayo,Línea 3,66637.0
2015-05-17,2015,Mayo,Línea 2,68873.0
2015-05-18,2015,Mayo,Línea 3,148067.0
2015-05-18,2015,Mayo,Línea 4,65001.0
2015-05-18,2015,Mayo,Línea 2,174977.0
2015-05-18,2015,Mayo,Línea 1,440792.0
2015-05-18,2015,Mayo,Línea 5,68456.0
2015-05-19,2015,Mayo,Línea 4,65308.0
2015-05-19,2015,Mayo,Línea 5,69120.0
2015-05-19,2015,Mayo,Línea 2,179106.0
2015-05-19,2015,Mayo,Línea 1,452682.0
2015-05-19,2015,Mayo,Línea 3,149450.0
2015-05-20,2015,Mayo,Línea 3,148963.0
2015-05-20,2015,Mayo,Línea 1,461291.0
2015-05-20,2015,Mayo,Línea 5,68605.0
2015-05-20,2015,Mayo,Línea 4,66778.0
2015-05-20,2015,Mayo,Línea 2,175866.0
2015-05-21,2015,Mayo,Línea 4,68480.0
2015-05-21,2015,Mayo,Línea 2,174298.0
2015-05-21,2015,Mayo,Línea 5,67659.0
2015-05-21,2015,Mayo,Línea 1,460058.0
2015-05-21,2015,Mayo,Línea 3,149403.0
2015-05-22,2015,Mayo,Línea 3,153377.0
2015-05-22,2015,Mayo,Línea 5,70580.0
2015-05-22,2015,Mayo,Línea 1,472973.0
2015-05-22,2015,Mayo,Línea 4,68528.0
2015-05-22,2015,Mayo,Línea 2,178564.0
2015-05-23,2015,Mayo,Línea 1,292112.0
2015-05-23,2015,Mayo,Línea 5,56480.0
2015-05-23,2015,Mayo,Línea 3,110145.0
2015-05-23,2015,Mayo,Línea 4,68643.0
2015-05-23,2015,Mayo,Línea 2,121912.0
2015-05-24,2015,Mayo,Línea 4,31634.0
2015-05-24,2015,Mayo,Línea 5,36379.0
2015-05-24,2015,Mayo,Línea 2,67407.0
2015-05-24,2015,Mayo,Línea 1,134840.0
2015-05-24,2015,Mayo,Línea 3,64383.0
2015-05-25,2015,Mayo,Línea 1,430240.0
2015-05-25,2015,Mayo,Línea 5,66963.0
2015-05-25,2015,Mayo,Línea 3,144514.0
2015-05-25,2015,Mayo,Línea 4,64355.0
2015-05-25,2015,Mayo,Línea 2,173221.0
2015-05-26,2015,Mayo,Línea 1,429152.0
2015-05-26,2015,Mayo,Línea 5,67932.0
2015-05-26,2015,Mayo,Línea 3,143843.0
2015-05-26,2015,Mayo,Línea 4,61272.0
2015-05-26,2015,Mayo,Línea 2,175600.0
2015-05-27,2015,Mayo,Línea 1,442299.0
2015-05-27,2015,Mayo,Línea 5,67871.0
2015-05-27,2015,Mayo,Línea 3,146341.0
2015-05-27,2015,Mayo,Línea 4,64040.0
2015-05-27,2015,Mayo,Línea 2,177212.0
2015-05-28,2015,Mayo,Línea 5,67846.0
2015-05-28,2015,Mayo,Línea 2,176129.0
2015-05-28,2015,Mayo,Línea 1,453682.0
2015-05-28,2015,Mayo,Línea 4,70514.0
2015-05-28,2015,Mayo,Línea 3,149682.0
2015-05-29,2015,Mayo,Línea 1,475809.0
2015-05-29,2015,Mayo,Línea 5,70962.0
2015-05-29,2015,Mayo,Línea 3,153476.0
2015-05-29,2015,Mayo,Línea 4,73143.0
2015-05-29,2015,Mayo,Línea 2,177213.0
2015-05-30,2015,Mayo,Línea 5,52379.0
2015-05-30,2015,Mayo,Línea 4,65408.0
2015-05-30,2015,Mayo,Línea 1,273980.0
2015-05-30,2015,Mayo,Línea 3,106108.0
2015-05-30,2015,Mayo,Línea 2,129273.0
2015-05-31,2015,Mayo,Línea 1,157837.0
2015-05-31,2015,Mayo,Línea 5,40375.0
2015-05-31,2015,Mayo,Línea 3,68703.0
2015-05-31,2015,Mayo,Línea 4,32352.0
2015-05-31,2015,Mayo,Línea 2,86915.0
2015-06-01,2015,Junio,Línea 3,148915.0
2015-06-01,2015,Junio,Línea 2,174546.0
2015-06-01,2015,Junio,Línea 1,438560.0
2015-06-01,2015,Junio,Línea 5,70075.0
2015-06-01,2015,Junio,Línea 4,65413.0
2015-06-02,2015,Junio,Línea 4,68096.0
2015-06-02,2015,Junio,Línea 5,70200.0
2015-06-02,2015,Junio,Línea 1,446109.0
2015-06-02,2015,Junio,Línea 3,150121.0
2015-06-02,2015,Junio,Línea 2,178139.0
2015-06-03,2015,Junio,Línea 3,148120.0
2015-06-03,2015,Junio,Línea 1,441291.0
2015-06-03,2015,Junio,Línea 5,70445.0
2015-06-03,2015,Junio,Línea 4,65878.0
2015-06-03,2015,Junio,Línea 2,177237.0
2015-06-04,2015,Junio,Línea 3,147417.0
2015-06-04,2015,Junio,Línea 4,69949.0
2015-06-04,2015,Junio,Línea 1,451316.0
2015-06-04,2015,Junio,Línea 5,68320.0
2015-06-04,2015,Junio,Línea 2,175755.0
2015-06-05,2015,Junio,Línea 4,70465.0
2015-06-05,2015,Junio,Línea 5,70975.0
2015-06-05,2015,Junio,Línea 2,174849.0
2015-06-05,2015,Junio,Línea 1,458379.0
2015-06-05,2015,Junio,Línea 3,154510.0
2015-06-06,2015,Junio,Línea 1,269380.0
2015-06-06,2015,Junio,Línea 2,117234.0
2015-06-06,2015,Junio,Línea 5,52987.0
2015-06-06,2015,Junio,Línea 3,106068.0
2015-06-06,2015,Junio,Línea 4,65289.0
2015-06-07,2015,Junio,Línea 4,28136.0
2015-06-07,2015,Junio,Línea 5,39080.0
2015-06-07,2015,Junio,Línea 1,140705.0
2015-06-07,2015,Junio,Línea 3,64056.0
2015-06-07,2015,Junio,Línea 2,68709.0
2015-06-08,2015,Junio,Línea 5,67661.0
2015-06-08,2015,Junio,Línea 1,422657.0
2015-06-08,2015,Junio,Línea 3,141571.0
2015-06-08,2015,Junio,Línea 4,65544.0
2015-06-08,2015,Junio,Línea 2,171105.0
2015-06-09,2015,Junio,Línea 2,173385.0
2015-06-09,2015,Junio,Línea 1,438022.0
2015-06-09,2015,Junio,Línea 5,69155.0
2015-06-09,2015,Junio,Línea 3,145834.0
2015-06-09,2015,Junio,Línea 4,67171.0
2015-06-10,2015,Junio,Línea 3,137255.0
2015-06-10,2015,Junio,Línea 2,174265.0
2015-06-10,2015,Junio,Línea 1,442559.0
2015-06-10,2015,Junio,Línea 5,69045.0
2015-06-10,2015,Junio,Línea 4,61052.0
2015-06-11,2015,Junio,Línea 2,173289.0
2015-06-11,2015,Junio,Línea 5,68256.0
2015-06-11,2015,Junio,Línea 1,443023.0
2015-06-11,2015,Junio,Línea 3,148233.0
2015-06-11,2015,Junio,Línea 4,63061.0
2015-06-12,2015,Junio,Línea 3,152578.0
2015-06-12,2015,Junio,Línea 5,70358.0
2015-06-12,2015,Junio,Línea 4,67603.0
2015-06-12,2015,Junio,Línea 1,463354.0
2015-06-12,2015,Junio,Línea 2,177795.0
2015-06-13,2015,Junio,Línea 1,270805.0
2015-06-13,2015,Junio,Línea 5,59157.0
2015-06-13,2015,Junio,Línea 2,120790.0
2015-06-13,2015,Junio,Línea 3,111016.0
2015-06-13,2015,Junio,Línea 4,64014.0
2015-06-14,2015,Junio,Línea 1,142737.0
2015-06-14,2015,Junio,Línea 5,38286.0
2015-06-14,2015,Junio,Línea 3,60912.0
2015-06-14,2015,Junio,Línea 4,30626.0
2015-06-14,2015,Junio,Línea 2,69363.0
2015-06-15,2015,Junio,Línea 3,143731.0
2015-06-15,2015,Junio,Línea 4,63908.0
2015-06-15,2015,Junio,Línea 5,67826.0
2015-06-15,2015,Junio,Línea 1,429740.0
2015-06-15,2015,Junio,Línea 2,171312.0
2015-06-16,2015,Junio,Línea 3,147339.0
2015-06-16,2015,Junio,Línea 4,67510.0
2015-06-16,2015,Junio,Línea 1,443149.0
2015-06-16,2015,Junio,Línea 5,67693.0
2015-06-16,2015,Junio,Línea 2,174922.0
2015-06-17,2015,Junio,Línea 3,148047.0
2015-06-17,2015,Junio,Línea 4,66236.0
2015-06-17,2015,Junio,Línea 5,68711.0
2015-06-17,2015,Junio,Línea 1,445515.0
2015-06-17,2015,Junio,Línea 2,177207.0
2015-06-18,2015,Junio,Línea 4,63371.0
2015-06-18,2015,Junio,Línea 1,437711.0
2015-06-18,2015,Junio,Línea 5,67129.0
2015-06-18,2015,Junio,Línea 3,146643.0
2015-06-18,2015,Junio,Línea 2,171500.0
2015-06-19,2015,Junio,Línea 3,155597.0
2015-06-19,2015,Junio,Línea 4,65208.0
2015-06-19,2015,Junio,Línea 1,456558.0
2015-06-19,2015,Junio,Línea 5,70780.0
2015-06-19,2015,Junio,Línea 2,175129.0
2015-06-20,2015,Junio,Línea 1,265022.0
2015-06-20,2015,Junio,Línea 3,104826.0
2015-06-20,2015,Junio,Línea 5,57312.0
2015-06-20,2015,Junio,Línea 4,59725.0
2015-06-20,2015,Junio,Línea 2,118101.0
2015-06-21,2015,Junio,Línea 3,61351.0
2015-06-21,2015,Junio,Línea 4,27887.0
2015-06-21,2015,Junio,Línea 1,135569.0
2015-06-21,2015,Junio,Línea 2,66664.0
2015-06-21,2015,Junio,Línea 5,38770.0
2015-06-22,2015,Junio,Línea 1,418168.0
2015-06-22,2015,Junio,Línea 5,65206.0
2015-06-22,2015,Junio,Línea 3,139578.0
2015-06-22,2015,Junio,Línea 4,59254.0
2015-06-22,2015,Junio,Línea 2,164022.0
2015-06-23,2015,Junio,Línea 3,144866.0
2015-06-23,2015,Junio,Línea 1,431073.0
2015-06-23,2015,Junio,Línea 5,67907.0
2015-06-23,2015,Junio,Línea 4,65853.0
2015-06-23,2015,Junio,Línea 2,167526.0
2015-06-24,2015,Junio,Línea 2,169439.0
2015-06-24,2015,Junio,Línea 3,146681.0
2015-06-24,2015,Junio,Línea 4,62990.0
2015-06-24,2015,Junio,Línea 5,67373.0
2015-06-24,2015,Junio,Línea 1,432920.0
2015-06-25,2015,Junio,Línea 3,142960.0
2015-06-25,2015,Junio,Línea 4,62278.0
2015-06-25,2015,Junio,Línea 5,66145.0
2015-06-25,2015,Junio,Línea 1,437648.0
2015-06-25,2015,Junio,Línea 2,168821.0
2015-06-26,2015,Junio,Línea 4,62097.0
2015-06-26,2015,Junio,Línea 2,172132.0
2015-06-26,2015,Junio,Línea 5,66521.0
2015-06-26,2015,Junio,Línea 1,451834.0
2015-06-26,2015,Junio,Línea 3,147838.0
2015-06-27,2015,Junio,Línea 3,107163.0
2015-06-27,2015,Junio,Línea 1,285453.0
2015-06-27,2015,Junio,Línea 4,57016.0
2015-06-27,2015,Junio,Línea 5,57597.0
2015-06-27,2015,Junio,Línea 2,125925.0
2015-06-28,2015,Junio,Línea 1,145145.0
2015-06-28,2015,Junio,Línea 2,74616.0
2015-06-28,2015,Junio,Línea 5,35656.0
2015-06-28,2015,Junio,Línea 3,61376.0
2015-06-28,2015,Junio,Línea 4,28947.0
2015-06-29,2015,Junio,Línea 3,137991.0
2015-06-29,2015,Junio,Línea 5,63893.0
2015-06-29,2015,Junio,Línea 1,416584.0
2015-06-29,2015,Junio,Línea 4,57490.0
2015-06-29,2015,Junio,Línea 2,163497.0
2015-06-30,2015,Junio,Línea 1,441406.0
2015-06-30,2015,Junio,Línea 2,172108.0
2015-06-30,2015,Junio,Línea 3,144794.0
2015-06-30,2015,Junio,Línea 5,65473.0
2015-06-30,2015,Junio,Línea 4,61705.0
2015-07-01,2015,Julio,Línea 2,174503.0
2015-07-01,2015,Julio,Línea 5,71391.0
2015-07-01,2015,Julio,Línea 3,156378.0
2015-07-01,2015,Julio,Línea 4,62902.0
2015-07-01,2015,Julio,Línea 1,428086.0
2015-07-02,2015,Julio,Línea 1,430695.0
2015-07-02,2015,Julio,Línea 3,142464.0
2015-07-02,2015,Julio,Línea 4,60395.0
2015-07-02,2015,Julio,Línea 5,66547.0
2015-07-02,2015,Julio,Línea 2,168159.0
2015-07-03,2015,Julio,Línea 5,70264.0
2015-07-03,2015,Julio,Línea 1,454145.0
2015-07-03,2015,Julio,Línea 4,59378.0
2015-07-03,2015,Julio,Línea 3,150229.0
2015-07-03,2015,Julio,Línea 2,172526.0
2015-07-04,2015,Julio,Línea 4,55730.0
2015-07-04,2015,Julio,Línea 1,264021.0
2015-07-04,2015,Julio,Línea 5,56282.0
2015-07-04,2015,Julio,Línea 3,104828.0
2015-07-04,2015,Julio,Línea 2,115033.0
2015-07-05,2015,Julio,Línea 3,65162.0
2015-07-05,2015,Julio,Línea 5,38429.0
2015-07-05,2015,Julio,Línea 1,139511.0
2015-07-05,2015,Julio,Línea 4,31192.0
2015-07-05,2015,Julio,Línea 2,67661.0
2015-07-06,2015,Julio,Línea 3,141085.0
2015-07-06,2015,Julio,Línea 4,53379.0
2015-07-06,2015,Julio,Línea 5,66271.0
2015-07-06,2015,Julio,Línea 1,416064.0
2015-07-06,2015,Julio,Línea 2,166673.0
2015-07-07,2015,Julio,Línea 4,56307.0
2015-07-07,2015,Julio,Línea 1,423996.0
2015-07-07,2015,Julio,Línea 5,66406.0
2015-07-07,2015,Julio,Línea 3,145933.0
2015-07-07,2015,Julio,Línea 2,167426.0
2015-07-08,2015,Julio,Línea 4,52228.0
2015-07-08,2015,Julio,Línea 5,66391.0
2015-07-08,2015,Julio,Línea 3,144024.0
2015-07-08,2015,Julio,Línea 1,430520.0
2015-07-08,2015,Julio,Línea 2,169542.0
2015-07-09,2015,Julio,Línea 5,65149.0
2015-07-09,2015,Julio,Línea 1,425707.0
2015-07-09,2015,Julio,Línea 3,142448.0
2015-07-09,2015,Julio,Línea 4,55703.0
2015-07-09,2015,Julio,Línea 2,168054.0
2015-07-10,2015,Julio,Línea 4,58076.0
2015-07-10,2015,Julio,Línea 1,434101.0
2015-07-10,2015,Julio,Línea 5,69148.0
2015-07-10,2015,Julio,Línea 3,147942.0
2015-07-10,2015,Julio,Línea 2,168746.0
2015-07-11,2015,Julio,Línea 1,250494.0
2015-07-11,2015,Julio,Línea 5,57206.0
2015-07-11,2015,Julio,Línea 3,105337.0
2015-07-11,2015,Julio,Línea 4,59043.0
2015-07-11,2015,Julio,Línea 2,115340.0
2015-07-12,2015,Julio,Línea 4,30017.0
2015-07-12,2015,Julio,Línea 1,137938.0
2015-07-12,2015,Julio,Línea 2,69741.0
2015-07-12,2015,Julio,Línea 5,39241.0
2015-07-12,2015,Julio,Línea 3,63602.0
2015-07-13,2015,Julio,Línea 4,58160.0
2015-07-13,2015,Julio,Línea 1,406489.0
2015-07-13,2015,Julio,Línea 2,160482.0
2015-07-13,2015,Julio,Línea 5,64782.0
2015-07-13,2015,Julio,Línea 3,137400.0
2015-07-14,2015,Julio,Línea 5,66019.0
2015-07-14,2015,Julio,Línea 1,414265.0
2015-07-14,2015,Julio,Línea 3,140906.0
2015-07-14,2015,Julio,Línea 4,58710.0
2015-07-14,2015,Julio,Línea 2,163172.0
2015-07-15,2015,Julio,Línea 2,167471.0
2015-07-15,2015,Julio,Línea 1,430436.0
2015-07-15,2015,Julio,Línea 3,144168.0
2015-07-15,2015,Julio,Línea 4,60450.0
2015-07-15,2015,Julio,Línea 5,66817.0
2015-07-16,2015,Julio,Línea 4,61128.0
2015-07-16,2015,Julio,Línea 1,429087.0
2015-07-16,2015,Julio,Línea 5,65113.0
2015-07-16,2015,Julio,Línea 3,144777.0
2015-07-16,2015,Julio,Línea 2,163882.0
2015-07-17,2015,Julio,Línea 5,68315.0
2015-07-17,2015,Julio,Línea 4,61087.0
2015-07-17,2015,Julio,Línea 1,431032.0
2015-07-17,2015,Julio,Línea 3,146383.0
2015-07-17,2015,Julio,Línea 2,165328.0
2015-07-18,2015,Julio,Línea 4,55857.0
2015-07-18,2015,Julio,Línea 5,54569.0
2015-07-18,2015,Julio,Línea 1,256313.0
2015-07-18,2015,Julio,Línea 3,104058.0
2015-07-18,2015,Julio,Línea 2,112842.0
2015-07-19,2015,Julio,Línea 3,60807.0
2015-07-19,2015,Julio,Línea 4,30677.0
2015-07-19,2015,Julio,Línea 1,134077.0
2015-07-19,2015,Julio,Línea 5,37517.0
2015-07-19,2015,Julio,Línea 2,65876.0
2015-07-20,2015,Julio,Línea 3,133560.0
2015-07-20,2015,Julio,Línea 4,57673.0
2015-07-20,2015,Julio,Línea 5,63382.0
2015-07-20,2015,Julio,Línea 1,401199.0
2015-07-20,2015,Julio,Línea 2,155669.0
2015-07-21,2015,Julio,Línea 3,137703.0
2015-07-21,2015,Julio,Línea 1,409288.0
2015-07-21,2015,Julio,Línea 5,62800.0
2015-07-21,2015,Julio,Línea 4,60626.0
2015-07-21,2015,Julio,Línea 2,157204.0
2015-07-22,2015,Julio,Línea 3,137422.0
2015-07-22,2015,Julio,Línea 4,61444.0
2015-07-22,2015,Julio,Línea 1,417791.0
2015-07-22,2015,Julio,Línea 5,62876.0
2015-07-22,2015,Julio,Línea 2,154018.0
2015-07-23,2015,Julio,Línea 4,57723.0
2015-07-23,2015,Julio,Línea 1,409536.0
2015-07-23,2015,Julio,Línea 3,134491.0
2015-07-23,2015,Julio,Línea 5,60559.0
2015-07-23,2015,Julio,Línea 2,152538.0
2015-07-24,2015,Julio,Línea 1,431315.0
2015-07-24,2015,Julio,Línea 5,64832.0
2015-07-24,2015,Julio,Línea 2,159301.0
2015-07-24,2015,Julio,Línea 3,139178.0
2015-07-24,2015,Julio,Línea 4,58580.0
2015-07-25,2015,Julio,Línea 2,111658.0
2015-07-25,2015,Julio,Línea 1,255281.0
2015-07-25,2015,Julio,Línea 4,51529.0
2015-07-25,2015,Julio,Línea 5,54392.0
2015-07-25,2015,Julio,Línea 3,102875.0
