nombre,lat,lon,alcaldia_municipio,num_comercial
San Francisco,19.37296,-99.17578,Benito Juárez,3
San Francisco,19.37311,-99.17589,Benito Juárez,3
San Juan,19.48063,-99.10136,Gustavo A. Madero,5
San Juan,19.48052,-99.10213,Gustavo A. Madero,5
San Pablo,19.338743,-99.117503,Coyoacán,7
Santa Isabel Tola,19.338681,-99.126796,Coyoacán,7
Santa Isabel Tola,19.338679,-99.127475,Coyoacán,7
Santander,19.37374,-99.17936,Benito Juárez,3
Santo Domingo,19.48721,-99.19183,Azcapotzalco,6
Santo Domingo,19.48768,-99.19183,Azcapotzalco,6
Santo Domingo,19.48721,-99.19183,Azcapotzalco,4
Santo Domingo,19.48768,-99.19183,Azcapotzalco,4
SAT,19.4372,-99.14517,Cuauhtémoc,5
Sauces,19.4927,-99.19665,Azcapotzalco,6
Sauces,19.4927,-99.19665,Azcapotzalco,4
Secretaría de Extensión y Difusión,19.50452,-99.13973,Gustavo A. Madero,8
Sierra Hermosa,19.49416,-99.06593,Gustavo A. Madero,5
Siracusa,19.321426,-99.092178,Iztapalapa,7
Siracusa,19.32176,-99.092465,Iztapalapa,7
Sobre Av. División del Norte y Anillo de Circunvalación,19.3377951,-99.14724506,Coyoacán,12
Sobre Av. División del Norte y los Pinos,19.34000643,-99.14821524,Coyoacán,12
Sonora,19.41612,-99.16984,Cuauhtémoc,2
Sonora,19.41943,-99.17331,Cuauhtémoc,2
Soriana Cuitláhuac,19.47006,-99.17105,Azcapotzalco,4
Soriana El Rosario,19.50306,-99.20524,Azcapotzalco,6
Sur 69-A,19.36329,-99.13627,Iztapalapa,3
Sur 73,19.36303,-99.13429,Iztapalapa,3
Talismán,19.47791,-99.11975,Gustavo A. Madero,5
Tasqueña,19.342846,-99.139594,Coyoacán,12
Tasqueña,19.341717,-99.140811,Coyoacán,7
Tasqueña,19.34172,-99.14081,Coyoacán,1
Tecoloxtitlán,19.35206,-99.01586,Iztapalapa,10
Tejocotes,19.37339,-99.17735,Benito Juárez,3
Telurio,19.45896,-99.12713,Cuauhtémoc,5
Tepalcates,19.39107,-99.04647,Iztapalapa,9
Tepalcatzin,19.320447,-99.162351,Coyoacán,12
Tepalcatzin,19.320553,-99.162484,Coyoacán,12
Tepatitlan,19.49251,-99.06664,Gustavo A. Madero,5
Terminal Aérea,19.43391,-99.08821,Venustiano Carranza,4
Tesorería,19.48542,-99.14361,Gustavo A. Madero,1
Tierra Indomita,19.49792,-99.20062,Azcapotzalco,6
Tierra Indomita,19.49792,-99.20062,Azcapotzalco,4
Tierra Negra,19.50059,-99.19918,Azcapotzalco,6
Tierra Negra,19.50059,-99.19918,Azcapotzalco,4
Tierra Nueva,19.50048,-99.20322,Azcapotzalco,6
Tierra Nueva,19.50048,-99.20322,Azcapotzalco,4
Tita Avendaño,19.31017,-99.174002,Coyoacán,12
Tita Avendaño,19.310024,-99.174676,Coyoacán,12
Tlalpan,19.38624,-99.13888,Benito Juárez,9
Tlalpan,19.41332,-99.13335,Cuauhtémoc,2
Tlatelolco,19.45115,-99.13257,Cuauhtémoc,5
Tokio,19.3697,-99.15241,Benito Juárez,3
Tokio,19.36595,-99.15343,Benito Juárez,3
Tolstoi,19.42518,-99.1787,Miguel Hidalgo,6
Tonalá,19.4146,-99.16165,Cuauhtémoc,2
Tonalá,19.41366,-99.16171,Cuauhtémoc,2
Topiltzin,19.323442,-99.159652,Coyoacán,12
Topiltzin,19.323544,-99.15978,Coyoacán,12
Torno,19.41364,-99.12425,Venustiano Carranza,2
Torno,19.41354,-99.12459,Venustiano Carranza,2
Transvaal,19.44292,-99.08805,Venustiano Carranza,4
Tres Culturas,19.45126,-99.13258,Cuauhtémoc,5
Tres Culturas,19.45072,-99.13262,Cuauhtémoc,5
Tulipán,19.342902,-99.057158,Iztapalapa,10
U. H. Lindavista-Vallejo,19.49217,-99.14627,Gustavo A. Madero,1
Uxmal,19.36749,-99.15951,Benito Juárez,3
Valentín Gómez Farías,19.38348,-99.11742,Iztacalco,9
Valle de Yang Tse,19.49508,-99.06544,Nezahualcóyotl,5
Valle Yukón,19.493,-99.06633,Nezahualcóyotl,5
Valle Zambezi,19.49184,-99.06683,Nezahualcóyotl,5
Velódromo,19.4088,-99.10461,Venustiano Carranza,2
Velódromo,19.40837,-99.10503,Venustiano Carranza,2
Vía Ceti,19.49762,-99.14396,Gustavo A. Madero,8
Viaducto,19.40334,-99.14497,Benito Juárez,1
Viaducto,19.403,-99.14516,Benito Juárez,1
Victor Hugo,19.42712,-99.17754,Miguel Hidalgo,6
Victoria,19.47296,-99.12167,Gustavo A. Madero,5
Victoria,19.47396,-99.12296,Gustavo A. Madero,5
Villa de Ayala,19.48934,-99.06802,Gustavo A. Madero,5
Villa de Ayala,19.48841,-99.0688,Gustavo A. Madero,5
Villa de Cortés,19.38762,-99.13786,Benito Juárez,9
Virginia,19.38498,-99.1372,Benito Juárez,9
Viveros,19.322691,-99.098114,Iztapalapa,7
Vizcaínas,19.42879,-99.14161,Cuauhtémoc,1
Vizcaínas,19.42925,-99.14171,Cuauhtémoc,1
V. Trujano,19.43939,-99.14427,Cuauhtémoc,5
Wilfrido Massieu,19.499,-99.14806,Gustavo A. Madero,8
Xicoténcatl,19.35491,-99.15221,Coyoacán,1
Xicoténcatl,19.35469,-99.15237,Coyoacán,1
Zacate,19.38714,-99.10656,Iztacalco,9
Zacatenco,19.49533,-99.13626,Gustavo A. Madero,8
Zapata I,19.37065,-99.16451,Benito Juárez,3
Zapata I,19.37048,-99.16452,Benito Juárez,3
Zapata II,19.37078,-99.16517,Benito Juárez,3
Zapata II,19.37068,-99.16537,Benito Juárez,3
Zaragoza,19.345916,-99.173648,Coyoacán,7
Zaragoza,19.345744,-99.174071,Coyoacán,7
Zaragoza,19.48456,-99.18642,Azcapotzalco,6
Zaragoza,19.48824,-99.11768,Gustavo A. Madero,5
Zaragoza,19.48456,-99.18642,Azcapotzalco,4
Zempoaltecas,19.49181,-99.19647,Azcapotzalco,6
Zempoaltecas,19.49181,-99.19647,Azcapotzalco,4
