nombre,lat,lon,sistema,municipio_asignado
Poniente 146,19.49999,-99.15588,Metro/Metrobús,
La Patera,19.50366,-99.15727,Metro/Metrobús,
Júpiter,19.50861,-99.15924,Metro/Metrobús,
Tres Anegas,19.51551,-99.16193,Metro/Metrobús,
Progreso Nacional,19.51969,-99.16377,Metro/Metrobús,
San José de la Escalera,19.52272,-99.16556,Metro/Metrobús,
Tenayuca,19.52862,-99.17011,Metro/Metrobús,
Etiopía,19.397,-99.1559,Metro/Metrobús,
General Antonio de León,19.38538,-99.05173,Metro/Metrobús,Nezahualcóyotl
Tepalcates,19.39077,-99.04761,Metro/Metrobús,Nezahualcóyotl
Nicolás Bravo,19.3935,-99.05093,Metro/Metrobús,Nezahualcóyotl
Canal de San Juan ,19.39671,-99.05655,Metro/Metrobús,Nezahualcóyotl
Constitución de Apatztingán,19.38903,-99.05985,Metro/Metrobús,Nezahualcóyotl
CCH Oriente,19.38333,-99.06079,Metro/Metrobús,Nezahualcóyotl
Leyes de Reforma,19.38347000000001,-99.06582,Metro/Metrobús,Nezahualcóyotl
Del Moral,19.3842,-99.07092,Metro/Metrobús,
Río Frío,19.38763,-99.07428,Metro/Metrobús,
Rojo Gómez,19.38451,-99.07637,Metro/Metrobús,
Río Mayo,19.38696,-99.08002,Metro/Metrobús,
Río Tecolutla,19.38906,-99.08315,Metro/Metrobús,
El Rodeo,19.39166,-99.08708,Metro/Metrobús,
UPIICSA,19.39394,-99.09039,Metro/Metrobús,
Iztacalco,19.39655,-99.09596,Metro/Metrobús,
Goma,19.39689,-99.10001,Metro/Metrobús,
Tlacotal,19.39722,-99.10391,Metro/Metrobús,
Canela,19.39785,-99.10934,Metro/Metrobús,
Metro Coyuya,19.39828,-99.1136,Metro/Metrobús,
Coyuya,19.39828,-99.11678,Metro/Metrobús,
La Viga,19.39806,-99.12456,Metro/Metrobús,
Andrés Molina,19.39768,-99.1297,Metro/Metrobús,
Las Américas,19.39346,-99.13435,Metro/Metrobús,
Xola,19.39437,-99.14025,Metro/Metrobús,
Alamos,19.39475,-99.14294,Metro/Metrobús,
Centro SCOP,19.39525,-99.14676,Metro/Metrobús,
Doctor Vértiz,19.39561,-99.15171,Metro/Metrobús,
Etiopía,19.39584,-99.155,Metro/Metrobús,
Amores,19.39688,-99.16382,Metro/Metrobús,
Viaducto,19.40131,-99.16809,Metro/Metrobús,
Nuevo León,19.4035,-99.17041,Metro/Metrobús,
Escandón,19.40441,-99.17383,Metro/Metrobús,
Patriotismo,19.40557,-99.17737,Metro/Metrobús,
De La Salle,19.40759,-99.18351,Metro/Metrobús,
Antonio Maceo,19.40487000000001,-99.1859,Metro/Metrobús,
Tacubaya,19.40199,-99.18701,Metro/Metrobús,
Parque Lira,19.40779,-99.1891,Metro/Metrobús,
Buenavista,19.44613,-99.152,Metro/Metrobús,
Glorieta Insurgentes,19.42339,-99.16254,Metro/Metrobús,
Glorieta Insurgentes,19.42413,-99.16324,Metro/Metrobús,
El Caminero,19.27931,-99.16908,Metro/Metrobús,
La Joya,19.28032,-99.16999,Metro/Metrobús,
Santa Ursula,19.28326,-99.1753,Metro/Metrobús,
Fuentes Brotantes,19.2881,-99.1746,Metro/Metrobús,
Ayuntamiento,19.2926,-99.17754,Metro/Metrobús,
Corregidora,19.29407,-99.18103,Metro/Metrobús,
Villa Olímpica,19.29909,-99.18551,Metro/Metrobús,
Perisur,19.30411,-99.18613,Metro/Metrobús,
CCU,19.31516,-99.18753,Metro/Metrobús,
Ciudad Universitaria,19.32295,-99.18847,Metro/Metrobús,
Dr. Gálvez,19.34071,-99.19004,Metro/Metrobús,
La Bombilla,19.34682,-99.18773,Metro/Metrobús,
Altavista,19.3509,-99.18636,Metro/Metrobús,
Olivo,19.35463,-99.18516,Metro/Metrobús,
Francia,19.35848,-99.18391,Metro/Metrobús,
José María Velasco,19.36176,-99.18285,Metro/Metrobús,
Teatro de los Insurgentes,19.36493,-99.18183,Metro/Metrobús,
Río Churubusco,19.36878,-99.18057,Metro/Metrobús,
Felix Cuevas,19.37425,-99.1788,Metro/Metrobús,
Parque Hundido,19.37959,-99.17707,Metro/Metrobús,
Ciudad de los Deportes,19.38245,-99.17614,Metro/Metrobús,
Colonia del Valle,19.38569,-99.17509,Metro/Metrobús,
Nápoles,19.38969,-99.17379,Metro/Metrobús,
Poliforum,19.3933,-99.17262,Metro/Metrobús,
La Piedad,19.39797,-99.17111,Metro/Metrobús,
Nuevo León,19.40204,-99.16978,Metro/Metrobús,
Chilpancingo,19.40658,-99.1683,Metro/Metrobús,
Campeche,19.40977,-99.16727,Metro/Metrobús,
Sonora,19.41327,-99.16612,Metro/Metrobús,
Álvaro Obregón,19.41655,-99.16506,Metro/Metrobús,
Durango,19.41993,-99.16406,Metro/Metrobús,
Hamburgo,19.42752,-99.16124,Metro/Metrobús,
Reforma,19.4329,-99.15871,Metro/Metrobús,
Plaza de la República,19.43605,-99.15732,Metro/Metrobús,
Revolución,19.44035,-99.15541,Metro/Metrobús,
El Chopo,19.44335,-99.15441,Metro/Metrobús,
Buenavista,19.44684,-99.15313,Metro/Metrobús,
Manuel González,19.4571,-99.14893,Metro/Metrobús,
San Simón,19.45963,-99.14642,Metro/Metrobús,
Circuito,19.46261,-99.14401,Metro/Metrobús,
La Raza,19.4687,-99.13899,Metro/Metrobús,
Potrero,19.47664,-99.13247,Metro/Metrobús,
Euzkaro,19.48252,-99.12763,Metro/Metrobús,
Deportivo 18 de Marzo,19.48629,-99.12453,Metro/Metrobús,
Indios Verdes,19.49682,-99.11972,Metro/Metrobús,
París,19.4323947200457,-99.1559054549711,Metro/Metrobús,
Reforma,19.4311064831185,-99.1585442502942,Metro/Metrobús,
Hamburgo,19.4291701614317,-99.1627973407535,Metro/Metrobús,
El Ahuehuete,19.4280679007477,-99.1650586323921,Metro/Metrobús,
El Ángel,19.4264181434435,-99.1686575352059,Metro/Metrobús,
La Diana,19.4245828293295,-99.1725136283134,Metro/Metrobús,
Chapultepec,19.423587082951,-99.1746736074434,Metro/Metrobús,
Alameda Tacubaya,19.401473,-99.185882,Metro/Metrobús,
De La Salle,19.4090200863265,-99.1834667351685,Metro/Metrobús,
De La Salle,19.4083683433015,-99.18420775806,Metro/Metrobús,
Chapultepec,19.4240611808285,-99.1742584830995,Metro/Metrobús,
La Diana,19.4256682899915,-99.1708919701395,Metro/Metrobús,
El Ángel,19.4266862593866,-99.1686436204126,Metro/Metrobús,
El Ahuehuete,19.4284977639794,-99.1648342506882,Metro/Metrobús,
Hamburgo,19.4300487645931,-99.1615048094483,Metro/Metrobús,
Reforma,19.4314334434356,-99.158705393612,Metro/Metrobús,
París,19.4326618198906,-99.1559580785714,Metro/Metrobús,
Ciudad Azteca,19.5342996,-99.0272102,Mexibús,Ecatepec de Morelos
Quinto Sol,19.5394989,-99.0251516,Mexibús,Ecatepec de Morelos
Industrial,19.5499929,-99.0205722,Mexibús,Ecatepec de Morelos
UNITEC,19.5539732,-99.019413,Mexibús,Ecatepec de Morelos
A. Torres,19.5582838,-99.0173465,Mexibús,Ecatepec de Morelos
Josefa Ortiz,19.5462788,-99.0221777,Mexibús,Ecatepec de Morelos
Zodíaco,19.5632148,-99.0152467,Mexibús,Ecatepec de Morelos
Vocacional 3,19.5697054,-99.0176823,Mexibús,Ecatepec de Morelos
1° de Mayo,19.5881267,-99.0243807,Mexibús,Ecatepec de Morelos
Adolfo López Mateos,19.5670698,-99.015511,Mexibús,Ecatepec de Morelos
Valle de Ecatepec,19.5730698,-99.0207918,Mexibús,Ecatepec de Morelos
Josefa Ortiz,19.5465029,-99.0227447,Mexibús,Ecatepec de Morelos
Industrial,19.5503166,-99.0210991,Mexibús,Ecatepec de Morelos
Quinto Sol,19.5397187,-99.0256796,Mexibús,Ecatepec de Morelos
Las Américas,19.580554,-99.0244319,Mexibús,Ecatepec de Morelos
UNITEC,19.5548341,-99.0190486,Mexibús,Ecatepec de Morelos
Vocacional 3,19.570439,-99.0182918,Mexibús,Ecatepec de Morelos
1° de Mayo,19.5873459,-99.0248947,Mexibús,Ecatepec de Morelos
Ciudad Azteca,19.5352379,-99.0275168,Mexibús,Ecatepec de Morelos
Hospital,19.5952321,-99.019663,Mexibús,Ecatepec de Morelos
Hospital,19.5944534,-99.0201835,Mexibús,Ecatepec de Morelos
24 Ojo de Agua,19.6616256,-99.0014809,Mexibús,Tecámac
Rayito de Sol,19.4065971,-99.0038076,Mexibús,Chimalhuacán
19 de Septiembre,19.6105712,-99.0092948,Mexibús,Ecatepec de Morelos
Palomas,19.607328,-99.0115044,Mexibús,Ecatepec de Morelos
Jardines de Morelos,19.6011168,-99.0158501,Mexibús,Ecatepec de Morelos
Jardines de Morelos,19.6003297,-99.0164025,Mexibús,Ecatepec de Morelos
Aquiles Serdán,19.5984804,-99.0179056,Mexibús,Ecatepec de Morelos
Insurgentes,19.625216,-99.0033233,Mexibús,Ecatepec de Morelos
Insurgentes,19.6260588,-99.0029723,Mexibús,Ecatepec de Morelos
(Cerrada) Las Torres,19.6286316,-99.0023126,Mexibús,Ecatepec de Morelos
(Cerrada) Las Torres,19.6295422,-99.0021373,Mexibús,Ecatepec de Morelos
Hidalgo,19.6330283,-99.0020854,Mexibús,Ecatepec de Morelos
Hidalgo,19.6339514,-99.0020642,Mexibús,Ecatepec de Morelos
Cuauhtémoc Sur,19.6380044,-99.0026218,Mexibús,Ecatepec de Morelos
Cuauhtémoc Norte,19.6460865,-99.004974,Mexibús,Ecatepec de Morelos
Cuauhtémoc Norte,19.6469991,-99.0051398,Mexibús,Ecatepec de Morelos
Mariscala-Real del Bosque,19.6288619,-99.135976,Mexibús,
Chilpan,19.6146809,-99.1808111,Mexibús,
Ecatepec,19.6116301,-99.0593532,Mexibús,Ecatepec de Morelos
DIF,19.6140839,-99.0610717,Mexibús,Ecatepec de Morelos
La Laguna,19.6271717,-99.080694,Mexibús,Ecatepec de Morelos
San Carlos,19.6247904,-99.0769642,Mexibús,Ecatepec de Morelos
Vidrieria,19.606411,-99.1822504,Mexibús,
Parque Residencial,19.6299369,-99.0864425,Mexibús,Ecatepec de Morelos
Bosques del Valle,19.6326814,-99.1193801,Mexibús,
Coacalco-Berriozábal,19.6308181,-99.124551,Mexibús,
Venustiano Carranza,19.6200944,-99.0695302,Mexibús,Ecatepec de Morelos
Bandera Tultitlan,19.6220699,-99.1629897,Mexibús,
Villas de San José,19.6296318,-99.1312353,Mexibús,
Fuentes del Valle,19.6279646,-99.140126,Mexibús,
Fovissste,19.6217885,-99.0721039,Mexibús,Ecatepec de Morelos
Eje 8,19.6315712,-99.0907042,Mexibús,Ecatepec de Morelos
Las Flores-Zacuautitla,19.6339047,-99.0968486,Mexibús,Ecatepec de Morelos
Cartagena,19.624874,-99.1521133,Mexibús,
Buenavista,19.6208198,-99.16778,Mexibús,
Ciudad Labor,19.6087435,-99.1818462,Mexibús,
Lechería,19.5994962,-99.183481,Mexibús,
Guadalupe Victoria,19.6188078,-99.06739,Mexibús,Ecatepec de Morelos
Recursos Hidráulicos,19.6172047,-99.1788942,Mexibús,
COCEM,19.6198504,-99.1715877,Mexibús,
UPE,19.6019098,-99.0418094,Mexibús,Ecatepec de Morelos
Santa Maria,19.6301474,-99.1279943,Mexibús,
De la Cruz-San Mateo,19.6260495,-99.1478198,Mexibús,
1a. de Villa,19.6325562,-99.093032,Mexibús,Ecatepec de Morelos
San Francisco,19.6353551,-99.1034011,Mexibús,Ecatepec de Morelos
Heroes-Canosas,19.6357383,-99.1060757,Mexibús,Ecatepec de Morelos
Exhacienda San Felipe,19.6336036,-99.116949,Mexibús,Ecatepec de Morelos
La Quebrada,19.5918843,-99.1881655,Mexibús,
San Cristobal,19.6041326,-99.0460688,Mexibús,Ecatepec de Morelos
Puente de Fierro,19.6009589,-99.0337381,Mexibús,Ecatepec de Morelos
Issemym,19.6071901,-99.0512956,Mexibús,Ecatepec de Morelos
Agricultura,19.6056017,-99.0487585,Mexibús,Ecatepec de Morelos
San Martin,19.5958029,-99.0307399,Mexibús,Ecatepec de Morelos
1o. de Mayo,19.5936283,-99.0294048,Mexibús,Ecatepec de Morelos
Las Américas,19.5898917,-99.0240704,Mexibús,Ecatepec de Morelos
El Carmen,19.6087289,-99.0545796,Mexibús,Ecatepec de Morelos
Esmeralda,19.6516824,-99.0050676,Mexibús,Ecatepec de Morelos
Las Mañanitas,19.4105522,-99.0016954,Mexibús,Chimalhuacán
Rancho Grande,19.4150361,-98.9992906,Mexibús,Chimalhuacán
Coacalco-Tultepec,19.6351369,-99.1129063,Mexibús,Ecatepec de Morelos
Pantitlán,19.4172172,-99.0720932,Mexibús,
Siervo de la Nación,19.5711221,-99.0432797,Mexibús,Ecatepec de Morelos
5ta. Aparición,19.5622122,-99.0468262,Mexibús,Ecatepec de Morelos
Vía Morelos,19.5308126,-99.0754376,Mexibús,
Indios Verdes,19.4965442,-99.1190391,Mexibús,
Martín Carrera,19.5209632,-99.0928292,Mexibús,
Revolución,19.6310371,-99.0149094,Mexibús,Ecatepec de Morelos
Flores,19.633057,-99.0283767,Mexibús,Ecatepec de Morelos
Bosques,19.6341055,-99.0353469,Mexibús,Ecatepec de Morelos
Ejido Santo Tomás,19.6301772,-99.0077578,Mexibús,Ecatepec de Morelos
Puente de Fierro,19.6035542,-99.0333429,Mexibús,Ecatepec de Morelos
Izcalli Palomas,19.6125752,-99.0193088,Mexibús,Ecatepec de Morelos
Terminal Mexibús Mexicable,19.5399219,-99.0587572,Mexibús,Ecatepec de Morelos
Universidad Mexiquense del Bicentenario,19.6366689,-99.0480483,Mexibús,Ecatepec de Morelos
Santa María Chiconautla,19.6296379,-99.0042587,Mexibús,Ecatepec de Morelos
Margarito F. Ayala,19.6316604,-99.019125,Mexibús,Ecatepec de Morelos
25 Loma Bonita,19.6683038,-99.0039872,Mexibús,Tecámac
26 Ozumbilla,19.6807748,-98.9955864,Mexibús,Tecámac
27 San Francisco,19.688488,-98.9882816,Mexibús,Tecámac
Quetzalcóatl,19.7005268,-98.9802432,Mexibús,Tecámac
28 Tecámac,19.7114831,-98.9749544,Mexibús,Tecámac
29 Glorieta Militar,19.749264,-98.9777656,Mexibús,Tecámac
32 Terminal de Pasajeros,19.7361035,-99.0268059,Mexibús,Tecámac
La Redonda,19.7349341,-98.9717298,Mexibús,Tecámac
Veracruz,19.5934292,-99.0212059,Mexibús,Ecatepec de Morelos
Matamoros,19.5957077,-99.0197087,Mexibús,Ecatepec de Morelos
Monumento a la Familia,19.6040273,-99.0145315,Mexibús,Ecatepec de Morelos
Río de los Remedios,19.5064178,-99.0859087,Mexibús,
León de los Aldama,19.5019765,-99.0738912,Mexibús,
Centro Cultural,19.5790931,-99.0228146,Mexibús,Ecatepec de Morelos
Paseo Ventura,19.5828491,-99.0207558,Mexibús,Ecatepec de Morelos
Libertadores de America,19.5866424,-99.0216265,Mexibús,Ecatepec de Morelos
Lechería (Servicio Exprés),19.598438,-99.1846954,Mexibús,
